recordUrl,trialId,trialTitle,trialStatus,trialPhase,trialStartDate,trialTargetAccrual,trialIdentifiedSites,trialPrimaryCompletionDate,trialPrimaryEndpointsReported,trialReportedSites,trialPatientsPerSitePerMonth,totalTrialDuration,trialEnrollmentDuration,trialEnrollmentDurationPct
https://citeline.informa.com/#/trials/details/254928,254928,A Phase I study of ABBV-084 for SLE,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/255317,255317,A Phase I trial of MC LAMP vax for Allergic Rhinitis,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/255354,255354,A Phase I Study of Larotinib In Pancreatic Cancer Patients,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/256335,256335,A phase I study on the effect of Tango Nasal for treatment of Common cold,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/256851,256851,A phase I clinical study of alpha-1 antitrypsin inpatients with recently diagnosed type 1 diabetes,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/256855,256855,A phase I clinical study of alpha-1 antitrypsin inpatients with recently diagnosed type 1 diabetes,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257176,257176,A Phase I study to Evaluate INN-108 in Healthy Adult Subjects for the Treatment of Ulcerative Colitis,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257240,257240,"An Open-label, randomized, 2-period crossover, bioavailability, Single dose, dosage form effect study of ABT-267 in Healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257243,257243,"A pharmacokinetics, open-label, safety, and tolerability study of 2- or 3-DAA regimen of ABT-450/r/ABT-267, ABT-333 (tablet) coadministered with escitalopram or duloxetine in Healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257245,257245,A Phase I trial evaluating IRX4204 in Alzheimer's Disease and Multiple Sclerosis.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257268,257268,"An open label, randomized, drug-drug interaction study on the safety, tolerability, pharmacokinetics of ABT-450/r, ABT-267, ABT-333 coadministered with LPV/r in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257271,257271,"A open-label, randomized, 3-period crossover, single dose, bioavailability, food effect study of ABT-450/r tablet in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257274,257274,"An Open-label, randomized study to evaluate pharmacokinetics and safety of ABT-072 (tablet), ABT-267, ABT-333 (tablet), ABT-450 (tablet) in Healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257286,257286,"A Open-label, Randomized, 3-period Crossover Dosage form Effect
on Bioavailability of ABT-450/r/ABT-267 tablet in Healthy Subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257358,257358,"An open-label, randomized, 2-period crossover, single dose, clinical study to evaluate dosage form effect on bioavailability of ABT-267 in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257362,257362,"A blinded, randomized, placebo-controlled clinical study to evaluate safety, tolerability and pharmacokinetics of ABT-450 and Ritonavir in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257378,257378,"An open label, randomized, single dose study on the  pharmacokinetics of different doses of ABT-450 in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257433,257433,"A clinical study to evaluate the safety, tolerability and pharmacokinetics of single and multiple dose of ABT-450 HSC and ritonavir SGC in healthy adult male subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257437,257437,"An open label, drug-drug interaction study on the effect of gemfibrozil on the pharmacokinetics of ABT-450, ABT-333 and Ritonavir SGC in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257441,257441,"An open-label, randomized, 4-period crossover study to evaluate the bioavailability of single dose of ABT-450/r in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257530,257530,Study ASP4345 in Cognitive Impairment Associated with Schizophrenia,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257549,257549,"An open-label, randomized, 3-period crossover study to evaluate the bioavailability of ABT-267 HDL or LDL tablet 25 mg PO in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257561,257561,"An open label, randomized, 2-period crossover, single dose study on the effect of drug dosage form on pharmacokinetics in healthy adult subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257568,257568,"A double-blind, randomized, placebo-controlled, 2-period crossover clinical study to evaluate the pharmacodynamics,  pharmacokinetics and tolerability of DAA (ABT-450, ABT-267, ABT-333) in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/257615,257615,A Phase I Study of AGM-130 in Patients with Progressive or Relapsing Solid Tumors,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/258169,258169,"A Clinical study on RSV Adult Vaccine, Johnson & Johnson",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/258582,258582,A Phase 1 trial of DopaFuse in Parkinson's Disease,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/258754,258754,A Phase 1 study of DFN-10 in Migraine,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/259104,259104,"Phase 1, Multiple-dose, Crossover Study of Egalet-002",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/259105,259105,"Phase 1 trial to evaluate the dose proportionality of Egalet-002 10, 20, 40 and 80 mg and to assess the food effect of Egalet-002",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/259465,259465,Phase I Safety trial with BLI-1008 for the Treatment of Pediatic ADHD,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/260148,260148,A Phase I Study of LME636 for the Treatment of Dry Eye Syndrome,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/260215,260215,"A Phase Ib, Proof of Concept, Double-blind, Placebo-controlled, Challenge Trial of PrEP-001 using Human Rhinovirus 16 (HRV16) in Healthy Volunteers",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/260376,260376,To Study Tizanidine ER in Pain,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/260996,260996,A pilot clinical study of BonyPid-1000 in subjects with contaminated or infected open tibial fractures with high severity grades of Gustilo IIIA and IIIB,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/260998,260998,A pilot clinical study of BonyPid-1000 in subjects with in contaminated or infected open fractures,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/261201,261201,MYELO001 – A Novel Small Molecule for the Treatment of Chemotherapy-Induced Myelosuppression.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/261286,261286,A Phase I Study of Sirotinib In Patients with Cancers.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/261369,261369,A phase I study of VK0612 in healthy volunteers,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/261658,261658,"A Phase I Safety Study of Briavax in Advanced, Stage-IV Breast Cancer.",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/261659,261659,"A Phase I, Pilot Safety Study of Briavax in Advanced, Stage-IV Breast Cancer.",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/262150,262150,"A Phase I first-in-human, pharmacokinetics and food effect study of GS-8374 with cobicistat in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/262193,262193,"An open-label, randomized, 2-way crossover study to evaluate the single dose pharmacokinetics of GS-8374 and Darunavir, and multiple-dose pharmacokinetics, safety of GS-8374, Darunavir, and Elvitegravir following the administration of GS-8374 or Darunavir, each in combination with Elvitegravir and the pharmaco-enhancer Cobicistat in healthy subjects",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/262570,262570,"A Cross-over, 2 Cycle, Pharmacokinetics, Randomized, Head-to-Head Comparison Study of Paclical with Abraxane in Women with Metastatic Breast Cancer",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/262745,262745,MYELO001 – A Novel Small Molecule for the Treatment of Chemotherapy-Induced Myelosuppression.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/262747,262747,MYELO001 – A Novel Small Molecule for the Treatment of Chemotherapy-Induced Myelosuppression.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/262891,262891,"An open-label, randomized, 4-way crossover clinical study to evaluate relative bioavailablity for 4 formulations of TMC114 with a low dose of Ritonavir in healthy volunteers",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/262930,262930,"Relative Bioavailability of Darunavir Given as Test capsules TF051 and TF052 compared to the reference (TF019), with low-dose RTV (Effect of Varying composition of the capsule formulations)",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/262933,262933,"Relative Bioavailability of Darunavir Given as Test capsules TF042, TF043 and TF044 compared to the reference (TF019), with low-dose Ritonavir (Effect of Varying composition of the capsule formulations)",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/262945,262945,A phase I clinical trial to evaluate CardiALLO,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/263171,263171,"Phase 1, randomized, double-blind, multidose, placebo controlled study to evaluate the safety and pharmacokinetics of ceftolozane/tazobactam in Healthy volunteers",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/263621,263621,A phase 1 clinical study of DA-1229 in the treatment of Type 2 Diabetes,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/263826,263826,A Trial with IP-114 for Pain,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/263941,263941,A drug-drug interaction and food effect PK study of metfomin DR,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/263960,263960,A Phase I Study of AMG 301 for the Treatment of Migraine,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/264246,264246,A Phase I Single and Multiple Ascending Dose Study of VM-902A for the Treatment of Chronic Pain,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/264540,264540,A Phase 1 Study To Evaluate the Safety and Pharmacokinetics of VBY-129  by Oral Administration in Healthy Volunteers.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/264609,264609,A Bioequivalence Study of AUC-006 in Neuropathic Pain,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/264905,264905,A Phase I Multiple Rising Dose Study of ITI-214 in Healthy Volunteers,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/264906,264906,"A Phase I Study to Evaluate the Relative Bioavailability of Oral Formulations of ITI-214 Compared to an Immediate-Release Tablet, Either with or without Food in Healthy Volunteers",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/264996,264996,"A Randomized, Crossover Study to Evaluate the Pharmacokinetics and Abuse Deterrent of Oxycodone IR Formulation in Healthy Volunteers",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/264999,264999,"A Randomized, Open-Label, Single-Dose, Two-Way Crossover Study in Healthy Subjects to Determine the Fasting Bioequivalence of Abuse-Deterrent Oxycodone Hydrochloride Immediate-Release Tablets (OCI 15 mg) to Roxicodone 15 mg Tablets",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/265004,265004,"A Randomized, Open-Label, Single-Dose, Two-Way Crossover Study in Healthy Subjects to Determine the Fed Bioequivalence of Abuse-Deterrent Oxycodone Hydrochloride Immediate-Release Tablets (OCI 15 mg) to Roxicodone 15 mg Tablets",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/265176,265176,Comparative bioavailability study of T-4288 tablet and T-4288 capsule in healthy adult subjects,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/265328,265328,A Clinical Study on Pharmacokinetics of Levonadifloxacin Administered as Intravenous WCK 771 in Healthy Indian Male Adults,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/265329,265329,A Clinical Study on Pharmacokinetics of Levonadifloxacin Administered as Intravenous WCK 771 in Healthy Indian Male Adults,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/265664,265664,A phase I study of WST-2 for the treatment of Diabetic Neuropathy,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/29393,29393,A Phase I study to evaluate UT-15C Sustained Release.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/29606,29606,A Potential HIV-1 Vaccine Using a Replication-Defective Adenoviral Vaccine Vector.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/29705,29705,Phase I studies of TD-6301,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/30186,30186,Phase I clinical trial of Tungstate Sodium for Obesity.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/30595,30595,A Phase I clinical trial of the DPP-IV inhibitor TS-021 for treatment of type 2 diabetes.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/30797,30797,Phase I trial of 1018 ISS in healthy volunteers,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/30961,30961,Phase I Study Of Requip XR For Restless Legs Syndrome.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/30970,30970,A phase I study of Radafaxine (353162) in Restless legs syndrome,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/31017,31017,Phase I clinical trial of small molecule GLP-1 agonist ITM-077 for type 2 diabetes.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/31043,31043,Phase I study of 856553 for Chronic Obstructive Pulmonary Disease.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/31171,31171,"BAY 50-4798, an IL-2 Selective Agonist, Is Associated with Lower Levels of Cytokine Production than Aldesleukin",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/266326,266326,A Study of INP-101 for the Treatment of Pain,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/267076,267076,A Bioequivalence Study of EIR-101 for Metastatic Breast Cancer in Postmenopausal Women,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/267098,267098,"A Phase Ib Multicenter, Double-Blind, Randomized, Placebo-Controlled Study of AP611074 in Subjects with Genital Warts",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/267746,267746,A Phase I Bioequivalence Study of NT-0202 Versus Adderall XR in Healthy Adult Volunteers Under Fasted Conditions,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/267748,267748,A Phase I Bioavailability Study of NT-0202 in Healthy Adult Volunteers,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/267749,267749,A Phase I Bioavailability Study of NT-0202 in Children With ADHD Under Fasted Conditions.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/267751,267751,A Phase I Study to Compare the Pharmacokinetic Profile of NT-0202 to the Listed Drug in Adult Volunteers Under Fasted Conditions,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/267769,267769,A Phase I Bioavailability and Bioequivalence Study of NT-0201 in Healthy Adult Volunteers Under Both Fed and Fasted Conditions,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/267770,267770,A Phase I Bioavailability Study of NT-0201 in a Pediatric Population Under Fasted Conditions.,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/268278,268278,A Phase I Study of SAR156597 in Healthy Subjects and in Patients with Idiopathic Pulmonary Fibrosis,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/268283,268283,A Pharmacokinetic Study of the Bioavailabity of First Formulation of SC401 in Fed State,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/268284,268284,A Pharmacokinetic Study of the Bioavailabity of First Formulation of SC401 in Fasted State,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/268956,268956,A Phase I Trial of BNT 002 for Alzheimer's Disease,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/269322,269322,A phase I clinical study on the effect of influenza vaccine (split),Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/269329,269329,A phase I study on the effect of 4-valent meningococcal conjugate vaccine,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/269778,269778,A phase I trial of TR4 in heart failure,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/269942,269942,A Phase I Study of CPC-212 for the Treatment of Alzheimer's Disease,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/269943,269943,A Phase I Study of CPC-250 for the Treatment of Alzheimer's Disease,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/270224,270224,"A Double Blind Placebo controlled Study Aiming To Evaluate The Efficacy Of Bladder Instillation with Botulinum Toxin + RTGel In OAB Patients

The INTIMO study – Intravesical BotuliNum Toxin Treatment for OAB",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/270355,270355,A Phase 1b study of CRD-102 in treating patients with advance heart failure,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/270695,270695,A Phase I Study of CX-5395 for Epilepsy,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/270875,270875,A Phase I trial of TR4 for the treatment of asthma,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/270879,270879,Drug-drug interaction study to characterized the influence of DAV132 on pharmacokinetic parameters of other drugs,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/271722,271722,"A Pivotal, Pharmacokinetics, Phase I study of SUD-004 for Pulmonary arterial hypertension",Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/272632,272632,A Phase I study of RG6125 in Rheumatoid Arthritis,Completed,I,,,,,,,,,,
https://citeline.informa.com/#/trials/details/272650,272650,"Phase I trial of Concizumab (NN7415) in Haemophilia A, B and with inhibitors",Completed,I,,,,,,,,,,
